Source,Author,Text,Party,Division,Sentiment
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Bardzo proszę, pan poseł Marcin Kulasek, Lewica. ",KO,Lewica,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}"
75_ksiazka.txt,Poseł Marcin Kulasek,"Szanowna Pani Marszałek! Wysoka Izbo! Na wsi się gotuje. Rolnicy po raz kolejny czują się oszukani przez Prawo i Sprawiedliwość. Polski rynek został zalany ukraińskim zbożem, drobiem i ukraińskimi owocami. Tymczasem rząd zgłasza ustawę, która mówi, że wiaty i budynki gospodarcze o określonych parametrach rolnicy będą mogli budować bez pozwolenia na budowę. Rolnikom to się spodoba. Poprzemy to rozwiązanie, ale trudno nie zauważyć, że jest ono obok głównych trosk polskich rolników. Trochę bliżej codziennych trosk rolników jest przepis mówiący o budowie silosów na zboże. Takie silosy polskim rolnikom się przydadzą, ale te silosy nie powstają z powodu nadmiernej biurokracji, lecz dlatego, że rolników nie stać na te inwestycje. O tanich kredytach inwestycyjnych czy dopłatach do budowy silosów ustawa milczy. Są natomiast pożyczki na zakup środków produkcji, w szczególności nawozów, środków ochrony roślin oraz energii i paliwa rolniczego. Tanie kredyty się przydadzą, bowiem Grupy: Orlen i Azoty od ponad roku nie mają litości dla polskich rolników. Jednak nie drogie nawozy, nie drogie paliwo i nie drogi prąd najbardziej burzą krew naszych rolników. Jest to zdrada polskiej wsi, jaka dokonała się w Brukseli przez rząd Prawa i Sprawiedliwości, nie pierwsza i nie ostatnia. PiS podzielił producentów rolnych na tych, którzy zasługują na ochronę i na tych, którzy zostaną rzuceni ukraińskiej konkurencji na pożarcie. Producenci zboża i rzepaku mogą spać spokojnie. Producentów drobiu, jaj i owoców miękkich czekają bezsenne noce. PiS zdradził producentów drobiu, jaj i owoców miękkich. Na Warmii i Mazurach, które reprezentuję w Sejmie, jest wielu drobiarzy. Nastroje wśród nich nie są przyjemne dla Prawa i Sprawiedliwości. PiS kolejny raz zdradził polskich producentów rolnych. Polska jest od lat numerem jeden wśród producentów mięsa drobiowego w Unii Europejskiej. 20 produkcji drobiu w Unii to nasza produkcja. Blisko 3,2 mld euro to wartość eksportu mięsa i podrobów drobiowych z Polski. Jeśli jednak rząd nadal będzie udawał, że nic się nie dzieje, to polskie drobiarstwo legnie w gruzach. Jeśli rząd nie będzie bronił polskiego drobiarstwa przed nieuczciwą konkurencją z Ukrainy, konkurencją ze strony oligarchów, którzy łamią wszystkie normy produkcji, to branża upadnie, a dziesiątki tysięcy rolników zbankrutuje. Czy tego chce rząd? Czy tego chce minister Robert Telus? Ludzie wzięli kredyty na rozwój produkcji, budowę nowych, nowoczesnych kurników spełniających normy unijne. Tymczasem zabija ich konkurencja z Ukrainy, gdzie nie ma żadnych norm. A rząd udaje, że tego nie widzi. A minister odwraca wzrok w inną stronę. Apeluję do ministra Telusa. Niech pan spojrzy w oczy polskich rolników, polskich drobiarzy i jeśli wytrzyma pan ich spojrzenie, to niech pan bierze się do roboty. Inaczej będzie pan grabarzem polskiego rolnictwa, a na pewno polskiego drobiarstwa. Dziękuję.   Wicemarszałek ",Lewica,Lewica,"{'neg': 0.053, 'neu': 0.858, 'pos': 0.089, 'compound': 0.9306}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Bardzo proszę, pan poseł Janusz KorwinMikke, Konfederacja. ",KO,Lewica,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}"
75_ksiazka.txt,Poseł Janusz Korwin-Mikke,"Pani Marszałek! Wysoka Izbo! Jak zawsze mamy problem polegający na tym, że socjalizm to ustrój, który bohatersko pokonuje trudności nieznane w żadnym innym ustroju. Mówi się np., że rząd oszukał rolników, ale przecież gdyby rządowi nie wolno było rolnikom niczego obiecywać, to nie mógłby rolników oszukać.  Tylko dlatego że rządowi wolno rolnikom coś tam obiecać, wbrew zasadom wolnego rynku, oni potem czują się oszukani. I teraz rząd próbuje to odkręcić, okłamując ich po raz drugi. Co jest tak naprawdę przyczyną tego wszystkiego? W tym wypadku mówi się, że ziarno ukraińskie nie spełnia norm europejskich. To co jest przyczyną? Przyczyną są normy europejskie. Gdyby nie było norm europejskich, nie byłoby problemu obchodzenia norm europejskich.  Najpierw wprowadza się normy, potem mówi się, że wszyscy muszą te normy spełniać, a potem pozwala się sprowadzać ziarno, które tych norm nie spełnia. To jak ludzie mają się czuć nieoszukani? To samo jest z drobiem, z owocami, na każdym kroku, prawda? Wprowadzamy absurdalne przepisy o ochronie klimatu, o walce z COVIDem i coś tam, a jak to się obchodzi, to ktoś ma z tego oczywistą korzyść, tak? To żeby nie dać tej korzyści, wystarczy nie wprowadzać tych przepisów. Tutaj socjalizm łamie podstawową zasadę godności człowieka, która brzmi: chcącemu nie dzieje się krzywda. Oto słyszę, jak wszyscy biadolą, że jak się pozwoli rolnikom samym budować silosy albo składować zboże, gdzie chcą, to im się pozarywają sufity. To jest, do cholery jasnej, ich sufit, ich problem. A jeżeli rolnik z tego powodu zginie, to jest to jego problem, będzie jednego idioty mniej, prawda? Selekcja naturalna powinna obowiązywać. Chyba wierzymy w Karola Darwina. Jak nie, to jest to jakieś nieporozumienie.  Tak że, proszę państwa, przyczyną całego zła jest oczywiście poprzednia ingerencja rządu, a nie jakieś .",Konfederacja,Prawica,"{'neg': 0.064, 'neu': 0.843, 'pos': 0.093, 'compound': 0.768}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Bardzo proszę, pan poseł Mirosław Suchoń, Polska 2050. ",KO,Lewica,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}"
75_ksiazka.txt,Poseł Mirosław Suchoń,"Bardzo dziękuję. Szanowna Pani Marszałek! Panie Ministrze! Wysoka Izbo! Mam zaszczyt przedstawić stanowisko Koła Parlamentarnego Polska 2050 w sprawie rządowego projektu ustawy o zmianie ustawy o gospodarowaniu nieruchomościami rolnymi Skarbu Państwa oraz ustawy  Prawo budowlane po przedstawieniu sprawozdania komisji. Szanowni Państwo! Pierwotny projekt ustawy dotyczył de facto dwóch obszarów. Pierwszy związany był z kwestiami finansowania nisko oprocentowanych pożyczek. Przepisy, które zostały zaproponowane, zmierzały do tego, aby nadwyżka środków finansowych Zasobu Własności Rolnej Skarbu Państwa nie była wpłacana do budżetu, tylko właśnie finansowała nisko oprocentowane pożyczki. Natomiast drugim obszarem tej ustawy były regulacje dotyczące kwestii budowy silosów i innych budynków do przechowywania zboża. Oczywiście ta ustawa w pierwotnej wersji jest ustawą, która ma stanowić taki proces naprawczy wobec skutków błędów popełnionych przez rząd PiS, który to rząd PiS wielokrotnie oszukał rolników w sprawie ukraińskiego zboża, w sprawie sytuacji na rynku skupu zboża, a teraz, ratując twarz, pró 3 bujący cokolwiek naprawić, składa właśnie tego typu projekty. Niemniej jednak już w trakcie procedowania okazało się, że do projektu została zgłoszona poprawka dotycząca transportu kolejowego. Co transport kolejowy ma wspólnego z kwestiami dotyczącymi rolnictwa, wie tylko polski rząd i chyba nikt więcej na świecie. Niemniej jednak jest to próba wprowadzenia do obrotu prawnego tylnymi drzwiami bardzo istotnych wyłączeń w zakresie prawa kolejowego, które to wyłączenia będą bardzo skutkowały bardzo negatywnym działaniem na rzecz klientów. W związku z tym na ręce pani marszałek składam poprawki, które mają za zadanie wykreślić z tego projektu kwestie dotyczące kolejnictwa. Szanowny Panie Ministrze! To rozwiązanie i te rozwiązania, które znalazły się w tym projekcie, są nieprzyzwoite, sprzeczne z zasadami prawidłowej legislacji i absolutnie niekorzystne dla Polek i Polaków. Chcecie wyłączyć możliwość informowania obywateli np. o tym, jakie pociąg będzie miał opóźnienia. Chcecie wyłączyć w tej ustawie, dotyczącej rolnictwa, np. obowiązek zapewnienia miejsc dla osób z rowerami  w środkach transportu publicznego. Chcecie wyłączyć w tych przepisach obowiązek odszkodowania w sytuacji, kiedy pociąg się spóźnia. To jest nieprzyzwoite, to jest szkodliwe dla obywateli. Ja nie wiem, dlaczego to chcecie przepchnąć, ale wiem, dlaczego ukrywacie to w tej ustawie. Wicemarszałek ",Polska2050,Lewica,"{'neg': 0.045, 'neu': 0.895, 'pos': 0.06, 'compound': 0.5951}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,Dziękuję bardzo. ,KO,Lewica,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75_ksiazka.txt,Poseł Mirosław Suchoń,"Pani marszałek, na pani ręce składam te dobre poprawki. Proszę Wysoką Izbę o ich przyjęcie. Wicemarszałek ",Polska2050,Lewica,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.5106}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Bardzo proszę, pani poseł Joanna Senyszyn.  Nie ma pani poseł. Pan poseł Dobromir Sośnierz, Wolnościowcy. Nie ma pana posła. Pani poseł Hanna  Jest pan poseł Sośnierz. Bardzo proszę.  Dziękuję za informację. .",KO,Lewica,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.1531}"
75_ksiazka.txt,Poseł Dobromir Sośnierz,"Naprawdę tak rzadko zdarza się, żeby ten Sejm zamiast odbierać nam wolność, w czymkolwiek nam ją zwracał, w czymkolwiek ją poszerzał. Tutaj mamy oczywiście skutek jakiegoś wieloletniego bankructwa tych wszystkich państwowych programów budowlanych i wobec tego nawet PiS już rozumie, że trzeba czasami poluzować śrubę. Co wtedy powinna zrobić opozycja? Opozycja powinna wtedy wyjść i zachęcać rząd: Czemu tak mało, czemu więcej nam wolności nie zwrócicie, przecież my chcemy jeszcze więcej budować, jeszcze więcej decydować sami o sobie na swoich własnych działkach.  To jest normalne, to jest stan domyślny, że ja na swojej działce mogę budować bez pytania kogokolwiek o zdanie to, co mi się podoba. Powinny być co najwyższej od tego wyjątki, kiedy muszę kogoś zapytać, a nie odwrotnie. Ale co robi opozycja w rzeczywistym świecie? Co robi nasza lewicowa opozycja? Ano biadoli, że co to będzie. Pani Chmiel płacze po prostu, bez dziennika budowy, bez kierownika, bez zezwolenia, bez pieczątki, olaboga, co to będzie? Świat się zawali.  Normalnie będzie, tak jak zawsze było: ludzie budowali i dbali o to, żeby im się na łeb nie zawaliło, tak i nadal tak będzie. Proszę pani, ludzie nie wychodzą z czwartego piętra przez okno nie dlatego, że jest zakaz wychodzenia z czwartego piętra przez okno, tylko dlatego że nie chcą się zabić.  A niektórzy wychodzą i jak wychodzą, to jest ich problem. Albo nie chodzą bez czapki w zimę nie dlatego, że jest nakaz noszenia czapki, tylko dlatego, że nie chcą zmarznąć, złapać zapalenia zatok czy czegoś takiego. I nie trzeba do tego ustawy. A jak chodzą i się rozchorują, to jest znowu ich sprawa. Tak samo, jak słusznie zauważył poseł KorwinMikke, jeśli komuś się zawali na głowę, to jest to jego sprawa, jego odpowiedzialność. Jak się zawali komuś na głowę, to on będzie za to odpowiadał i będzie płacił odszkodowanie do końca życia za to, że komuś coś zrobił. To nie przepisy są na to odpowiedzią, tylko właśnie surowa odpowiedzialność ludzi, którzy coś zrobią nie tak. Przypomnijmy sobie, jak straszyliście domami bez pozwolenia. To niedawno było. I co? Zawaliło się coś? A ja przypomnę, co się zawaliło, bo któryś poseł z opozycji przypomniał to na posiedzeniu komisji, jak się zawaliły Międzynarodowe Targi Katowickie.  Z pozwoleniami wszystkimi. I co? I kto za to odpowiada? To wy za to w takim razie odpowiadacie, bo uchwaliliście takie prawo, że to się stało możliwe.  Ale żeby nie było tylko w jedną stronę, to wytłumaczcie mi, co w tej ustawie robią art. 1 i art. 3? Ten pierwszy nagle z prawa budowlanego przeskakuje na jakieś dopłaty, a ten trzeci to już jest w ogóle jakiś kosmos. Jakieś zmiany w systemach kolejowych, w informowaniu o czymś tam, wyjątki, co w ogóle wikła nas w jakąś kolizję z prawem europejskim. To przecież podniosło Biuro Legislacyjne, że nie można tak robić, bo to jest ustawa, która de facto jest realizacją prawa europejskiego, bo jeśli tylko jeden punkt zmienia prawo europejskie, to cała ustawa w ten tryb wchodzi, w związku z tym powinna być uchwalana w innym trybie. Więc co wy robicie? Przecież macie tu większość, czemu musicie ciągle odstawiać takie legislacyjne dziadostwo? Zróbcie to jak ludzie. Macie większość przy wszystkim, co sobie wymyślicie. Podzielcie to na dwa projekty i przeprocedujcie normalnie.  Po co to dziadostwo?  Wicemarszałek ",Wolnościowcy,Prawica,"{'neg': 0.058, 'neu': 0.898, 'pos': 0.045, 'compound': -0.897}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Bardzo proszę, pani poseł Hanna GillPiątek, poseł niezrzeszony. ",KO,Lewica,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}"
75_ksiazka.txt,Poseł Hanna Gill-Piątek,"Szanowna Pani Marszałek! Wysoka Izbo! Nie mamy wątpliwości, że rolnikom trzeba w tej chwili pomóc i staramy się pomagać, jak tylko możemy. Oczywiście to są wyniki błędów rządu i zaniedbań wielomiesięcznych. Natomiast przy tych dobrych intencjach czasami pojawiają się wątpliwe rozwiązania.  I tak się stało w tej ustawie, niestety, ponieważ stwarza ona w mojej opinii bardzo szeroką lukę, taki wyjątek, że pozwolenia na budowę nie trzeba stosować  uwaga!  do jednokondygnacyjnych budynków gospodarczych; to jest jeden wypadek. A drugi dotyczy wiat o prostej konstrukcji związanych z produkcją rolną. O ile w wypadku silosów, wiat wiemy, co to mniej więcej jest, bo to jest przeznaczenie magazynowe, o tyle jednokondygnacyjne budynki gospodarcze to może być praktycznie wszystko.   Dlatego też jeżeli ta ustawa ma rzeczywiście służyć temu, żeby rolnicy mogli w łatwiejszy sposób magazynować, przechowywać zboże, dobrze by było to uściślić, do czego wszystkich państwa naprawdę bardzo serdecznie zachęcam. Żeby np. dopisać tutaj funkcję magazynową. Wiem, że taką poprawkę złoży Koalicja Obywatelska.  Bardzo dziękuję partii Zielonych również za przychylenie się do tego wniosku. Pamiętacie państwo, jak podczas COVIDu mieliśmy np. taką sytuację na posiedzeniu Komisji Zdrowia, że ci, którzy równocześnie uczestniczyli w pracach Komisji Infrastruktury, ostrzegali, że przepisy, które rozregulowują możliwość stawiania niezgodnie z planem jakichś budynków na cele walki z COVIDem  i to było bardzo .",niez.,Lewica,"{'neg': 0.046, 'neu': 0.892, 'pos': 0.063, 'compound': 0.5538}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Bardzo dziękuję. Przystępujemy do pytań. Czas na zadanie pytania  1 minuta. Pierwsze pytanie, pani poseł Senyszyn. Nie ma jej. Pan poseł Grzegorz Braun, Konfederacja. Bardzo proszę. 3 chowywać zboże. Ale dzisiaj chyba największym problemem jest to zboże, które przyjechało do nas z Ukrainy, a nie zostało stąd wywiezione. I z jednej strony szukamy miejsca, gdzie je składować, a z drugiej strony pod nadzorem ABW zostają sprzedane ogromne magazyny przy granicy polskoukraińskiej na Podkarpaciu  Korczowa Dolina. Kupuje je oligarcha, który ma powiązania z rosyjskim reżimem, i wszystko jest okej. Czy nie należałoby się dzisiaj zastanowić nad tymi miejscami, gdzie dzisiaj mamy tory kolejowe, takimi jak w Jeleniej Górze na ul. Krakowskiej? Tam od wielu, wielu lat był magazyn, gdzie było przechowywane zboże, a później, po zmianach ustrojowych, niestety to się pozmieniało. Zamiast  budować, dawać te wszystkie pieniądze dla rolników, czy nie lepiej wykorzystać te miejsca, które już są, zagospodarować je i tam przechowywać to zboże, które przyjedzie do nas z Ukrainy, a nie wypłynie dalej? Dziękuję. Wicemarszałek  Dziękuję bardzo. Bardzo proszę, pan poseł Mirosław Suchoń, Polska 2050. ",KO,Lewica,"{'neg': 0.045, 'neu': 0.939, 'pos': 0.016, 'compound': -0.7059}"
75_ksiazka.txt,Poseł Grzegorz Braun,"Szczęść Boże! Panie Ministrze! Wykorzystam te krótkie sekundy, żeby zgłosić wniosek przeciwny do wniosku pani poseł GillPiątek. Proszę niczego nie uściślać, błagam, błagam.  Liczę na to, że w tej groteskowej ustawie, w tym patchworku, prawda, trochę o kolei, trochę o wiatach, trochę o budownictwie  że w tej ustawie tworzycie interesującą lukę prawną, którą za chwilę zagospodaruje jakiś Drzymała, postawi wiatę magazynową, w której będzie magazynował swoje dzieci, oby jak najliczniej , i będzie to robił bez pozwolenia. I jak jacyś pańscy urzędnicy tam zbłądzą, to narodzi się z tego epicka historia walki polskiego patrioty z reżimem eurokołchozowym warszawskim. A więc błagam: proszę niczego nie uściślać.  Wicemarszałek ",Konfederacja,Prawica,"{'neg': 0.019, 'neu': 0.92, 'pos': 0.062, 'compound': 0.4912}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Pan poseł Robert Obaz, Lewica. ",KO,Lewica,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75_ksiazka.txt,Poseł Robert Obaz,"Pani Marszałek! Wysoka Izbo! Panie Ministrze! To dosyć ciekawa ustawa, która pozwala rolnikom budować nowe miejsca, silosy, tam gdzie będą prze ",Lewica,Lewica,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75_ksiazka.txt,Poseł Mirosław Suchoń,"Bardzo dziękuję. Pani Marszałek! Panie Ministrze! Wysoka Izbo! Panie ministrze, mam prośbę o udzielenie odpowiedzi na piśmie. Bardzo bym prosił o informację, jaki jest dzisiaj stan, jeżeli chodzi o zboże, o przechowywanie zboża. Ile znajduje się w magazynach, ile znajduje się u rolników? Jak państwo oceniają, ile powierzchni do przechowywania, ile pojemności do przechowywania może powstać po przyjęciu tego projektu ustawy? Jak państwo szacują, w jaki sposób zabezpieczy to potrzeby rolników przed żniwami tegorocznymi? Bo tak naprawdę tu jest, wydaje się, problem, który jeszcze niewiele osób dostrzega  magazyny dzisiaj są wypełnione, rolnicy przechowują zboże u siebie, a dodatkowo jeszcze czekają nas zbiory prawdopodobnie dobre, czyli urodzaj. Pytanie: Jak  będzie to wyglądało i jaki będzie bilans na koniec żniw tegorocznych? Dziękuję bardzo. Wicemarszałek ",Polska2050,Lewica,"{'neg': 0.068, 'neu': 0.908, 'pos': 0.024, 'compound': -0.738}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Bardzo proszę, pan poseł Jarosław Rzepa, Koalicja Polska. .",KO,Lewica,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}"
75_ksiazka.txt,Poseł Jarosław Rzepa,"Pani Marszałek! Wysoka Izbo! Panie Ministrze! Pierwsze pytanie, którego z tej mównicy dzisiaj jeszcze nikt nie zadał. Są ludzie, przedsiębiorcy, którzy mają magazyny i skupili zboże po wysokich cenach. Dzisiaj to zboże jest w magazynach. Oni mogliby kupować od rolników, ale nie mają co zrobić z tym drogim, które kupili. O tym ministerstwo w ogóle nie mówi. Drugie pytanie, panie ministrze, wprost do pana, bo rolnicy w Szczecinie 71 dni strajkują pod KOWRem i to z pana inicjatywy została podpisana tak niekorzystna umowa z dzierżawcą na 19 lat, panie ministrze. Z pana inicjatywy, panie ministrze.  I niestety nie potraficie się z tego wycofać, a rolnicy nadal produkują. Kolejna rzecz, o którą chciałbym po raz trzeci dzisiaj zapytać. Panie ministrze, gdzie rolnicy mogą sprzedawać to zboże? Bo na Pomorzu Zachodnim pytają: gdzie? Pana kolega, pana szef powiedział, że 30 już zostało wyeksportowane.  Tylko przez kogo i jak? Fatamorgana chyba, panie ministrze.  Wicemarszałek ",KP,Lewica,"{'neg': 0.096, 'neu': 0.892, 'pos': 0.012, 'compound': -0.9219}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Pan poseł Andrzej Grzyb, Koalicja Polska. ",KO,Lewica,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75_ksiazka.txt,Poseł Andrzej Grzyb,"Pani Marszałek! Wysoka Izbo! Szanowny Panie Ministrze! Oczywiście to, co jest podstawowym problemem, to jest to, że napłynęło zboże, którego nie potrzebowaliśmy na polskim rynku. W sposób niewłaściwy zareagowaliśmy w tej sprawie. Jeśli chodzi o wszystkie ułatwienia, które mają doprowadzić do budowania infrastruktury w gospodarstwach rolnych  dobrze, że one są odchudzane od strony administracyjnej, tylko że one nie są też odchudzane od strony kontrolnej. Przecież nadzór budowlany i tak będzie miał obowiązek sprawdzania tych inwestycji. W razie gdy się coś wydarzy, będzie np. skarga sąsiedzka, to najpierw ta skarga sąsiedzka trafi do starosty. W związku z tym kwestia lokalizacji. Wiadomo, że jak się upraszcza, to również to uproszczenie ma tendencję do jeszcze większego uproszczenia. I pytanie w tym zakresie: Czy państwo macie opinię w tej sprawie Związku Gmin Wiejskich, czy państwo macie opinię w tej sprawie również Związku Powiatów Polskich i jaka jest ta opinia? Dziękuję bardzo.  Wicemarszałek ",KP,Lewica,"{'neg': 0.038, 'neu': 0.937, 'pos': 0.025, 'compound': -0.4168}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Pan poseł Grzegorz Lorek, Prawo i Sprawiedliwość. ",KO,Lewica,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}"
75_ksiazka.txt,Poseł Grzegorz Lorek,"Szanowna Pani Marszałek! Panie Ministrze! Panie i Panowie! W przestrzeni medialnej pojawiają się informacje dotyczące tego, co można wybudować. Specjalnie podaję to w taki sposób, w jaki podano to na wielu portalach. Czy jest to możliwe, żeby na zgłoszenie można było wybudować chlewnię pod szyldem zgłoszonego pomieszczenia gospodarczego? Jest taka obawa. Wiem, o co chodzi  chodzi po prostu o wybudowanie magazynów zbożowych. Wszystko jedno, czy określimy to elewatorem, czy określimy to magazynem. Na wsi, na portalach lokalnych już pojawiają się informacje, że będzie można postawić chlewnię na zgłoszenie. Bardzo proszę o odpowiedź: Tak czy nie? Dziękuję.  Wicemarszałek ",PiS,Prawica,"{'neg': 0.069, 'neu': 0.917, 'pos': 0.014, 'compound': -0.738}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Pani poseł Małgorzata Tracz, Koalicja Obywatelska. ",KO,Lewica,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75_ksiazka.txt,Poseł Małgorzata Tracz,"Pani Marszałek! Wysoka Izbo! Propozycja uproszczenia budowy naziemnych silosów na materiały sypkie nie budzi żadnych wątpliwości i jest dobrym rozwiązaniem w obecnej kryzysowej sytuacji, choć spóźnionym. Obawy o nadużycia budzi jednak możliwość budowy jednokondygnacyjnych budynków gospodarczych bez zezwoleń i bez zgłoszenia. Tak sformułowane przepisy mogą pozwolić na powstawanie w nowych budynkach kurników i chlewni poza kontrolą. Proponowane powierzchnie o wielkości 150 m2 i 300 m2 są na tyle duże, by pomieścić tę uciążliwą dla ludzi i środowiska produkcję, a nawet wybudować w tym celu obok siebie kilka czy kilkanaście budynków, które utworzą fermę. Panie Ministrze! Czy mamy gwarancję, że te nowe budynki będą magazynami zboża, a nie miejscem uciążliwej, niezgodnej z przepisami hodowli, że nie zaczną powstawać małe hodowle tworzące wspólnie niekontrolowaną fermę? Proszę o jasną odpowiedź, o odpowiedź na piśmie i o poparcie poprawek Koalicji Obywatelskiej , które uściślają funkcje tych budynków. .",KO,Lewica,"{'neg': 0.041, 'neu': 0.89, 'pos': 0.069, 'compound': 0.3971}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska,"Dziękuję bardzo. Bardzo proszę, pani poseł Małgorzata Chmiel, Koalicja Obywatelska. ",KO,Lewica,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}"
75_ksiazka.txt,Poseł Małgorzata Chmiel,"Pani Marszałek! Wysoka Izbo! Chciałam zapytać pana ministra, czy pan minister, rozmawiając z rolnikami, uświadomił ich, że to na nich będzie spoczywała odpowiedzialność, jeśli zawalą się te konstrukcje, które będą realizować bez pozwoleń na budowę, a większość nawet bez zgłoszenia.  Zgłoszenie, jak wiemy, też nie wymaga projektu konstrukcyjnego, projektu architektonicznego. Nie ma odpowiedzialnej za to osoby. To rolnicy będą za to odpowiadać. Czy oni o tym wiedzą? Pytam się: Dlaczego tak długo, przez rok, zwlekaliście z pomocą dla rolników? W tym czasie kilka firm nieźle się obłowiło kosztem polskich rolników. Dlaczego przez rok nie reagowaliście na nasze sygnały? Tyle razy mówiliśmy, że sytuacja jest alarmująca. Rolnicy się do was zwracali , pisali do ministerstwa. Dziękuję.  Wicemarszałek ",KO,Lewica,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska," że chodzi o to, że rolnicy mają udawać się zbiorowo do gminy i rząd będzie fundował im jakieś przejazdy, które są gratisowe. Dziękuję bardzo. Pani marszałek, bardzo przepraszam, ale to dotyczy tej ustawy. Wicemarszałek  Dziękuję bardzo. Bardzo proszę, pan poseł Rafał Adamczyk, Lewica. Bardzo proszę. ",KO,Lewica,"{'neg': 0.06, 'neu': 0.837, 'pos': 0.103, 'compound': -0.0}"
75_ksiazka.txt,Poseł Rafał Adamczyk,"Pani Marszałek! Wysoka Izbo! Panie Ministrze! Projekt dotyczy stabilizacji rynku zbóż w związku z napływem zboża z Ukrainy, ale ja chciałem zadać kilka pytań. Czy budowane w takim systemie obiekty będą miały jakiekolwiek odbiory? Czy będzie prowadzona jakakolwiek dokumentacja techniczna? Czy w ramach tych inwestycji wydane zostanie wskazanie, nakaz, sugestia, żeby te obiekty były ubezpieczane przez rolników? Przechodzę do podsumowania. Słyszy się w kuluarach, że wygląda to jak rozwiązywanie problemu z cukrem w filmie Kariera Nikosia Dyzmy. Dziękuję.  Dziękuję bardzo. Pan poseł Jan Szopiński, Lewica. Wicemarszałek ",Lewica,Lewica,"{'neg': 0.0, 'neu': 0.953, 'pos': 0.047, 'compound': 0.5881}"
75_ksiazka.txt,Małgorzata Kidawa-Błońska, ,KO,Lewica,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
75_ksiazka.txt,Poseł Jan Szopiński," Dziękuję. Pan poseł Zdzisław Wolski, Lewica. Pani Marszałek! Panie Ministrze! Wysoka Izbo! Przepisy będą wdrożone po zakończeniu realizacji projektu Wspólny bilet. Chodzi o nowy system centralnej rezerwacji miejsc i sprzedaży biletów zgodnie z założeniami Wspólnego biletu, który zgodnie z planem ma być współfinansowany w ramach KPO. Projekt zakłada m.in. zapewnienie funkcjonalności związanej z informacją pasażerską. Szanowni Inżynierowie Budownictwa w Polsce! Mówię o zmianie ustawy, która nosi nazwę ustawa  Prawo budowlane, ale obecny rząd daje wam to. Podczas czytania o prawie budowlanym, będziecie czytać o zmianie dotyczącej biletów. Drodzy Rolnicy! Kiedy będziecie budować te nowe silosy, będziecie musieli czytać w tych przepisach o kwestiach dotyczących biletów kolejowych. Przykro mi, ale to nie z mojej winy. Czy tak powinno być w Polsce stanowione prawo?  Po co w ustawie  Prawo budowlane kwestia przejazdów pasażerskich i biletów? Zupełnie tego nie rozumiem. Chyba, 4 ",Lewica,Lewica,"{'neg': 0.07, 'neu': 0.831, 'pos': 0.099, 'compound': 0.4456}"
